Archetype,House number,WFH Type,Operation,Solar,Grid Import,Total Cost
Detached,19,T1,hybrid_bidirectional,best,3158.51,121.462
Detached,19,T2,safe_unidirectional,worst,3719.71,786.355
Detached,19,T2,safe_unidirectional,best,3504.4,686.542
Detached,19,T2,hybrid_bidirectional,worst,2730.59,155.514
Detached,19,T2,hybrid_bidirectional,best,2282.15,15.409
Detached,19,T3,safe_unidirectional,worst,3380.54,761.957
Detached,19,T3,safe_unidirectional,best,3170.68,662.144
Detached,19,T3,hybrid_bidirectional,worst,2400.76,239.009
Detached,19,T3,hybrid_bidirectional,best,1905.94,60.2089
Detached,20,T1,safe_unidirectional,worst,4206.32,750.752
Detached,20,T1,safe_unidirectional,best,3971.08,645.182
Detached,20,T1,hybrid_bidirectional,worst,3465.18,246.019
Detached,20,T1,hybrid_bidirectional,best,3099.73,116.786
Detached,20,T2,safe_unidirectional,worst,3717.18,717.082
Detached,20,T2,safe_unidirectional,best,3491.18,611.512
Detached,20,T2,hybrid_bidirectional,worst,2790.73,161.848
Detached,20,T2,hybrid_bidirectional,best,2474.12,41.5422
Detached,20,T3,safe_unidirectional,worst,3435.88,692.028
Detached,20,T3,safe_unidirectional,best,3211.24,586.458
Detached,20,T3,hybrid_bidirectional,worst,2362.68,201.723
Detached,20,T3,hybrid_bidirectional,best,1891.71,24.4172
Detached,21,T1,safe_unidirectional,worst,3792.58,724.058
Detached,21,T1,safe_unidirectional,best,3589.61,624.431
Detached,21,T1,hybrid_bidirectional,worst,3016.99,179.811
Detached,21,T1,hybrid_bidirectional,best,2733.9,63.8657
Detached,21,T2,safe_unidirectional,worst,3316.57,689.542
Detached,21,T2,safe_unidirectional,best,3130.66,589.708
Detached,21,T2,hybrid_bidirectional,worst,2460.52,105.52
Detached,21,T2,hybrid_bidirectional,best,1970.47,
Detached,21,T3,safe_unidirectional,worst,3007.92,665.282
Detached,21,T3,safe_unidirectional,best,2822.35,565.449
Detached,21,T3,hybrid_bidirectional,worst,2145.68,175.597
Detached,21,T3,hybrid_bidirectional,best,1672.01,4.97107
Detached,22,T1,safe_unidirectional,worst,3579.92,623.254
Detached,22,T1,safe_unidirectional,best,3334.78,517.24
Detached,22,T1,hybrid_bidirectional,worst,2955.57,155.755
Detached,22,T1,hybrid_bidirectional,best,2703.92,37.8144
Detached,22,T2,safe_unidirectional,worst,3114.61,587.736
Detached,22,T2,safe_unidirectional,best,2893.84,481.981
Detached,22,T2,hybrid_bidirectional,worst,2118.96,71.4631
Detached,22,T2,hybrid_bidirectional,best,1655.91,
Detached,22,T3,safe_unidirectional,worst,2794.7,564.184
Detached,22,T3,safe_unidirectional,best,2577.72,458.43
Detached,22,T3,hybrid_bidirectional,worst,1744.88,77.4565
Detached,22,T3,hybrid_bidirectional,best,1275.94,
Detached,23,T1,safe_unidirectional,worst,4558.18,919.234
Detached,23,T1,safe_unidirectional,best,4346.21,822.611
Detached,23,T1,hybrid_bidirectional,worst,3705.29,265.269
Detached,23,T1,hybrid_bidirectional,best,3471.82,154.231
Detached,23,T2,safe_unidirectional,worst,4077.68,884.131
Detached,23,T2,safe_unidirectional,best,3873.06,787.405
Detached,23,T2,hybrid_bidirectional,worst,3028.07,205.662
Detached,23,T2,hybrid_bidirectional,best,2437.03,56.9385
Detached,23,T3,safe_unidirectional,worst,3755.14,859.768
Detached,23,T3,safe_unidirectional,best,3559.22,763.041
Detached,23,T3,hybrid_bidirectional,worst,2644.69,225.494
Detached,23,T3,hybrid_bidirectional,best,2078.19,47.9544
Detached,24,T1,safe_unidirectional,worst,4192.85,774.201
Detached,24,T1,safe_unidirectional,best,3952.69,669.829
Detached,24,T1,hybrid_bidirectional,worst,3529.17,237.086
Detached,24,T1,hybrid_bidirectional,best,3124.94,107.949
Detached,24,T2,safe_unidirectional,worst,3742.31,738.822
Detached,24,T2,safe_unidirectional,best,3509.14,634.708
Detached,24,T2,hybrid_bidirectional,worst,2778.96,137.71
Detached,24,T2,hybrid_bidirectional,best,2524.91,26.193
Detached,24,T3,safe_unidirectional,worst,3411.52,713.941
Detached,24,T3,safe_unidirectional,best,3187.5,609.344
Detached,24,T3,hybrid_bidirectional,worst,2581.62,226.365
Detached,24,T3,hybrid_bidirectional,best,2018.2,51.566
Detached,25,T1,safe_unidirectional,worst,4322.08,897.635
Detached,25,T1,safe_unidirectional,best,4116.93,795.912
Detached,25,T1,hybrid_bidirectional,worst,3317.7,273.29
Detached,25,T1,hybrid_bidirectional,best,3090.04,161.502
Detached,25,T2,safe_unidirectional,worst,3883.93,862.394
Detached,25,T2,safe_unidirectional,best,3691.82,760.67
Detached,25,T2,hybrid_bidirectional,worst,2771.69,253.986
Detached,25,T2,hybrid_bidirectional,best,2493.8,132.59
Detached,25,T3,safe_unidirectional,worst,3582.69,837.633
Detached,25,T3,safe_unidirectional,best,3392.15,735.91
Detached,25,T3,hybrid_bidirectional,worst,2581.5,374.21
Detached,25,T3,hybrid_bidirectional,best,2183.56,204.465
Detached,26,T1,safe_unidirectional,worst,3813.19,674.926
Detached,26,T1,safe_unidirectional,best,3605.81,570.635
Detached,26,T1,hybrid_bidirectional,worst,2976.81,140.02
Detached,26,T1,hybrid_bidirectional,best,2818.59,37.7463
Detached,26,T2,safe_unidirectional,worst,3361.37,642.759
Detached,26,T2,safe_unidirectional,best,3170.36,538.225
Detached,26,T2,hybrid_bidirectional,worst,2484.76,106.485
Detached,26,T2,hybrid_bidirectional,best,2026.53,
Detached,26,T3,safe_unidirectional,worst,3064.79,617.497
Detached,26,T3,safe_unidirectional,best,2877.83,512.964
Detached,26,T3,hybrid_bidirectional,worst,2113.67,158.806
Detached,26,T3,hybrid_bidirectional,best,1711.03,
Detached,27,T1,safe_unidirectional,worst,4286.1,832.434
Detached,27,T1,safe_unidirectional,best,4054.16,729.845
Detached,27,T1,hybrid_bidirectional,worst,3449.6,275.088
Detached,27,T1,hybrid_bidirectional,best,3233.59,167.569
Detached,27,T2,safe_unidirectional,worst,3806.96,796.26
Detached,27,T2,safe_unidirectional,best,3580.3,693.896
Detached,27,T2,hybrid_bidirectional,worst,2754.9,176.214
Detached,27,T2,hybrid_bidirectional,best,2543.72,70.0273
Detached,27,T3,safe_unidirectional,worst,3528.14,772.104
Detached,27,T3,safe_unidirectional,best,3311.11,669.515
Detached,27,T3,hybrid_bidirectional,worst,2566.21,276.604
Detached,27,T3,hybrid_bidirectional,best,2131.65,111.698
Detached,28,T1,safe_unidirectional,worst,4620.57,803.961
Detached,28,T1,safe_unidirectional,best,4407.83,703.032
Detached,28,T1,hybrid_bidirectional,worst,3775.83,274.997
Detached,28,T1,hybrid_bidirectional,best,3503.93,152.7
Detached,28,T2,safe_unidirectional,worst,4134.87,767.667
Detached,28,T2,safe_unidirectional,best,3933.97,666.737
Detached,28,T2,hybrid_bidirectional,worst,2960.49,183.28
Detached,28,T2,hybrid_bidirectional,best,2572.19,60.0905
Detached,28,T3,safe_unidirectional,worst,3822.99,742.492
Detached,28,T3,safe_unidirectional,best,3623.03,641.563
Detached,28,T3,hybrid_bidirectional,worst,2697.38,267.615
Detached,28,T3,hybrid_bidirectional,best,2127.66,90.158
Detached,29,T1,safe_unidirectional,worst,4736.21,926.751
Detached,29,T1,safe_unidirectional,best,4466.44,809.977
Detached,29,T1,hybrid_bidirectional,worst,3747.35,351.912
Detached,29,T1,hybrid_bidirectional,best,3438.4,225.129
Detached,29,T2,safe_unidirectional,worst,4289.77,891.216
Detached,29,T2,safe_unidirectional,best,4025.83,774.201
Detached,29,T2,hybrid_bidirectional,worst,3177.18,264.121
Detached,29,T2,hybrid_bidirectional,best,2822.86,124.975
Detached,29,T3,safe_unidirectional,worst,3992.2,866.628
Detached,29,T3,safe_unidirectional,best,3734.42,749.613
Detached,29,T3,hybrid_bidirectional,worst,2889.4,333.016
Detached,29,T3,hybrid_bidirectional,best,2469.99,160.148
Detached,30,T1,safe_unidirectional,worst,3944.16,643.967
Detached,30,T1,safe_unidirectional,best,3729.74,547.189
Detached,30,T1,hybrid_bidirectional,worst,3276.91,198.878
Detached,30,T1,hybrid_bidirectional,best,2963.78,81.8566
Detached,30,T2,safe_unidirectional,worst,3477.83,609.296
Detached,30,T2,safe_unidirectional,best,3273.83,512.275
Detached,30,T2,hybrid_bidirectional,worst,2391.27,94.6798
Detached,30,T2,hybrid_bidirectional,best,2027.06,
Detached,30,T3,safe_unidirectional,worst,3168.33,585.675
Detached,30,T3,safe_unidirectional,best,2967.61,488.655
Detached,30,T3,hybrid_bidirectional,worst,2018.78,138.317
Detached,30,T3,hybrid_bidirectional,best,1526.9,
Detached,31,T1,safe_unidirectional,worst,4350.57,749.331
Detached,31,T1,safe_unidirectional,best,4139.01,647.707
Detached,31,T1,hybrid_bidirectional,worst,3308.1,192.232
Detached,31,T1,hybrid_bidirectional,best,3197.72,93.1652
Detached,31,T2,safe_unidirectional,worst,3882.87,715.143
Detached,31,T2,safe_unidirectional,best,3678.96,613.087
Detached,31,T2,hybrid_bidirectional,worst,2752.75,122.107
Detached,31,T2,hybrid_bidirectional,best,2466.73,
Detached,31,T3,safe_unidirectional,worst,3578.87,691.885
Detached,31,T3,safe_unidirectional,best,3379.33,589.829
Detached,31,T3,hybrid_bidirectional,worst,2505.78,181.368
Detached,31,T3,hybrid_bidirectional,best,1924.73,8.87149
Detached,32,T1,safe_unidirectional,worst,4009.0,787.303
Detached,32,T1,safe_unidirectional,best,3764.67,680.644
Detached,32,T1,hybrid_bidirectional,worst,3302.04,272.252
Detached,32,T1,hybrid_bidirectional,best,3159.02,163.287
Detached,32,T2,safe_unidirectional,worst,3558.73,751.682
Detached,32,T2,safe_unidirectional,best,3336.19,645.023
Detached,32,T2,hybrid_bidirectional,worst,2544.99,170.893
Detached,32,T2,hybrid_bidirectional,best,2148.13,35.9145
Detached,32,T3,safe_unidirectional,worst,3251.3,726.369
Detached,32,T3,safe_unidirectional,best,3036.52,619.71
Detached,32,T3,hybrid_bidirectional,worst,2190.73,214.639
Detached,32,T3,hybrid_bidirectional,best,1784.25,55.6902
Detached,33,T1,safe_unidirectional,worst,4404.78,798.011
Detached,33,T1,safe_unidirectional,best,4193.91,695.984
Detached,33,T1,hybrid_bidirectional,worst,3498.69,221.569
Detached,33,T1,hybrid_bidirectional,best,3279.96,111.971
Detached,33,T2,safe_unidirectional,worst,3937.7,762.32
Detached,33,T2,safe_unidirectional,best,3732.03,660.294
Detached,33,T2,hybrid_bidirectional,worst,2786.48,137.552
Detached,33,T2,hybrid_bidirectional,best,2447.38,19.6762
Detached,33,T3,safe_unidirectional,worst,3599.18,737.525
Detached,33,T3,safe_unidirectional,best,3387.93,635.499
Detached,33,T3,hybrid_bidirectional,worst,2535.29,216.531
Detached,33,T3,hybrid_bidirectional,best,2087.12,49.5865
Detached,34,T1,safe_unidirectional,worst,4392.5,907.442
Detached,34,T1,safe_unidirectional,best,4144.01,801.881
Detached,34,T1,hybrid_bidirectional,worst,3656.62,357.48
Detached,34,T1,hybrid_bidirectional,best,3410.39,237.188
Detached,34,T2,safe_unidirectional,worst,3916.02,871.2
Detached,34,T2,safe_unidirectional,best,3679.33,765.397
Detached,34,T2,hybrid_bidirectional,worst,2873.03,237.359
Detached,34,T2,hybrid_bidirectional,best,2461.88,107.841
Detached,34,T3,safe_unidirectional,worst,3588.18,846.232
Detached,34,T3,safe_unidirectional,best,3349.55,740.429
Detached,34,T3,hybrid_bidirectional,worst,2418.24,256.905
Detached,34,T3,hybrid_bidirectional,best,1939.54,84.9483
Detached,35,T1,safe_unidirectional,worst,3684.8,659.274
Detached,35,T1,safe_unidirectional,best,3487.34,562.225
Detached,35,T1,hybrid_bidirectional,worst,2987.86,119.662
Detached,35,T1,hybrid_bidirectional,best,2729.62,15.2983
Detached,35,T2,safe_unidirectional,worst,3205.49,624.309
Detached,35,T2,safe_unidirectional,best,3017.81,527.26
Detached,35,T2,hybrid_bidirectional,worst,2297.83,43.255
Detached,35,T2,hybrid_bidirectional,best,1789.1,
Detached,35,T3,safe_unidirectional,worst,2903.08,599.134
Detached,35,T3,safe_unidirectional,best,2727.26,502.085
Detached,35,T3,hybrid_bidirectional,worst,1792.64,85.4396
Detached,35,T3,hybrid_bidirectional,best,1401.78,
Detached,36,T1,safe_unidirectional,worst,3958.38,692.636
Detached,36,T1,safe_unidirectional,best,3734.76,588.745
Detached,36,T1,hybrid_bidirectional,worst,3304.5,182.68
Detached,36,T1,hybrid_bidirectional,best,3089.86,69.2256
Detached,36,T2,safe_unidirectional,worst,3511.71,657.481
Detached,36,T2,safe_unidirectional,best,3305.96,553.59
Detached,36,T2,hybrid_bidirectional,worst,2624.23,119.75
Detached,36,T2,hybrid_bidirectional,best,2308.78,
Detached,36,T3,safe_unidirectional,worst,3205.99,632.514
Detached,36,T3,safe_unidirectional,best,3001.97,528.623
Detached,36,T3,hybrid_bidirectional,worst,2430.69,198.14
Detached,36,T3,hybrid_bidirectional,best,1973.63,38.9971
Detached,37,T1,safe_unidirectional,worst,5105.82,990.551
Detached,37,T1,safe_unidirectional,best,4856.11,876.975
Detached,37,T1,hybrid_bidirectional,worst,4199.7,366.365
Detached,37,T1,hybrid_bidirectional,best,3935.04,245.468
Detached,37,T2,safe_unidirectional,worst,4603.7,954.204
Detached,37,T2,safe_unidirectional,best,4362.66,840.629
Detached,37,T2,hybrid_bidirectional,worst,3416.29,282.273
Detached,37,T2,hybrid_bidirectional,best,2975.99,133.229
Detached,37,T3,safe_unidirectional,worst,4280.45,929.548
Detached,37,T3,safe_unidirectional,best,4043.85,815.972
Detached,37,T3,hybrid_bidirectional,worst,3034.47,308.346
Detached,37,T3,hybrid_bidirectional,best,2362.74,122.17
Detached,38,T1,safe_unidirectional,worst,3983.23,697.701
Detached,38,T1,safe_unidirectional,best,3782.95,601.968
Detached,38,T1,hybrid_bidirectional,worst,3104.65,183.583
Detached,38,T1,hybrid_bidirectional,best,2929.86,83.7257
Detached,38,T2,safe_unidirectional,worst,3522.39,665.447
Detached,38,T2,safe_unidirectional,best,3334.85,569.473
Detached,38,T2,hybrid_bidirectional,worst,2374.94,101.537
Detached,38,T2,hybrid_bidirectional,best,2053.77,
Detached,38,T3,safe_unidirectional,worst,3234.48,642.206
Detached,38,T3,safe_unidirectional,best,3050.03,546.232
Detached,38,T3,hybrid_bidirectional,worst,2115.78,147.463
Detached,38,T3,hybrid_bidirectional,best,1608.06,
Detached,39,T1,safe_unidirectional,worst,3856.1,608.822
Detached,39,T1,safe_unidirectional,best,3632.2,507.884
Detached,39,T1,hybrid_bidirectional,worst,3093.06,158.072
Detached,39,T1,hybrid_bidirectional,best,2843.93,51.3222
Detached,39,T2,safe_unidirectional,worst,3362.31,573.564
Detached,39,T2,safe_unidirectional,best,3152.63,472.418
Detached,39,T2,hybrid_bidirectional,worst,2212.53,61.9128
Detached,39,T2,hybrid_bidirectional,best,2040.86,
Detached,39,T3,safe_unidirectional,worst,3035.78,548.182
Detached,39,T3,safe_unidirectional,best,2842.42,447.036
Detached,39,T3,hybrid_bidirectional,worst,2010.87,65.3646
Detached,39,T3,hybrid_bidirectional,best,1512.43,
Detached,40,T1,safe_unidirectional,worst,3712.8,661.97
Detached,40,T1,safe_unidirectional,best,3489.19,555.508
Detached,40,T1,hybrid_bidirectional,worst,2941.05,166.103
Detached,40,T1,hybrid_bidirectional,best,2830.8,63.2838
Detached,40,T2,safe_unidirectional,worst,3247.53,626.867
Detached,40,T2,safe_unidirectional,best,3035.45,520.629
Detached,40,T2,hybrid_bidirectional,worst,2173.62,65.1399
Detached,40,T2,hybrid_bidirectional,best,1843.12,
Detached,40,T3,safe_unidirectional,worst,2946.64,602.072
Detached,40,T3,safe_unidirectional,best,2740.82,495.61
Detached,40,T3,hybrid_bidirectional,worst,1881.74,135.186
Detached,40,T3,hybrid_bidirectional,best,1404.53,
Detached,41,T1,safe_unidirectional,worst,4051.56,784.57
Detached,41,T1,safe_unidirectional,best,3822.55,681.278
Detached,41,T1,hybrid_bidirectional,worst,3355.97,179.393
Detached,41,T1,hybrid_bidirectional,best,3086.43,67.6
Detached,41,T2,safe_unidirectional,worst,3577.37,748.448
Detached,41,T2,safe_unidirectional,best,3353.66,645.156
Detached,41,T2,hybrid_bidirectional,worst,2337.58,99.1062
Detached,41,T2,hybrid_bidirectional,best,1995.81,
Detached,41,T3,safe_unidirectional,worst,3248.51,723.394
Detached,41,T3,safe_unidirectional,best,3025.47,620.102
Detached,41,T3,hybrid_bidirectional,worst,2203.98,156.967
Detached,41,T3,hybrid_bidirectional,best,1588.71,
Semi_Detached,1,T1,safe_unidirectional,worst,4316.12,815.561
Semi_Detached,1,T1,safe_unidirectional,best,4122.79,718.604
Semi_Detached,1,T1,hybrid_bidirectional,worst,3427.46,237.63
Semi_Detached,1,T1,hybrid_bidirectional,best,3204.73,126.261
Semi_Detached,1,T2,safe_unidirectional,worst,3847.01,780.527
Semi_Detached,1,T2,safe_unidirectional,best,3662.42,683.794
Semi_Detached,1,T2,hybrid_bidirectional,worst,2752.49,214.242
Semi_Detached,1,T2,hybrid_bidirectional,best,2552.11,105.052
Semi_Detached,1,T3,safe_unidirectional,worst,3530.32,755.663
Semi_Detached,1,T3,safe_unidirectional,best,3353.59,658.705
Semi_Detached,1,T3,hybrid_bidirectional,worst,2497.46,230.802
Semi_Detached,1,T3,hybrid_bidirectional,best,1978.54,65.6791
Semi_Detached,2,T1,safe_unidirectional,worst,4088.3,825.362
Semi_Detached,2,T1,safe_unidirectional,best,3843.24,713.573
Semi_Detached,2,T1,hybrid_bidirectional,worst,3389.1,241.546
Semi_Detached,2,T1,hybrid_bidirectional,best,3202.32,129.296
Semi_Detached,2,T2,safe_unidirectional,worst,3613.25,789.275
Semi_Detached,2,T2,safe_unidirectional,best,3378.97,677.486
Semi_Detached,2,T2,hybrid_bidirectional,worst,2567.28,136.285
Semi_Detached,2,T2,hybrid_bidirectional,best,2271.08,12.3273
Semi_Detached,2,T3,safe_unidirectional,worst,3289.11,764.204
Semi_Detached,2,T3,safe_unidirectional,best,3051.4,652.415
Semi_Detached,2,T3,hybrid_bidirectional,worst,2381.45,234.595
Semi_Detached,2,T3,hybrid_bidirectional,best,1877.62,65.451
Semi_Detached,3,T1,safe_unidirectional,worst,4511.72,757.614
Semi_Detached,3,T1,safe_unidirectional,best,4304.99,656.781
Semi_Detached,3,T1,hybrid_bidirectional,worst,3624.34,226.637
Semi_Detached,3,T1,hybrid_bidirectional,best,3260.28,102.906
Semi_Detached,3,T2,safe_unidirectional,worst,4042.68,721.354
Semi_Detached,3,T2,safe_unidirectional,best,3847.0,620.28
Semi_Detached,3,T2,hybrid_bidirectional,worst,2951.06,170.39
Semi_Detached,3,T2,hybrid_bidirectional,best,2625.05,38.8626
Semi_Detached,3,T3,safe_unidirectional,worst,3742.46,695.851
Semi_Detached,3,T3,safe_unidirectional,best,3541.95,594.777
Semi_Detached,3,T3,hybrid_bidirectional,worst,2683.64,222.928
Semi_Detached,3,T3,hybrid_bidirectional,best,2123.75,54.5135
Semi_Detached,4,T1,safe_unidirectional,worst,3802.17,748.436
Semi_Detached,4,T1,safe_unidirectional,best,3587.13,647.749
Semi_Detached,4,T1,hybrid_bidirectional,worst,3095.32,186.883
Semi_Detached,4,T1,hybrid_bidirectional,best,2772.55,71.6766
Semi_Detached,4,T2,safe_unidirectional,worst,3359.24,712.435
Semi_Detached,4,T2,safe_unidirectional,best,3156.93,611.748
Semi_Detached,4,T2,hybrid_bidirectional,worst,2407.9,119.162
Semi_Detached,4,T2,hybrid_bidirectional,best,2034.32,
Semi_Detached,4,T3,safe_unidirectional,worst,3054.3,687.329
Semi_Detached,4,T3,safe_unidirectional,best,2851.77,586.643
Semi_Detached,4,T3,hybrid_bidirectional,worst,2151.23,186.995
Semi_Detached,4,T3,hybrid_bidirectional,best,1723.05,22.4837
Semi_Detached,5,T1,safe_unidirectional,worst,3994.35,775.526
Semi_Detached,5,T1,safe_unidirectional,best,3758.65,671.429
Semi_Detached,5,T1,hybrid_bidirectional,worst,3182.79,216.299
Semi_Detached,5,T1,hybrid_bidirectional,best,3011.05,105.463
Semi_Detached,5,T2,safe_unidirectional,worst,3525.53,739.75
Semi_Detached,5,T2,safe_unidirectional,best,3299.31,635.652
Semi_Detached,5,T2,hybrid_bidirectional,worst,2457.38,121.175
Semi_Detached,5,T2,hybrid_bidirectional,best,2105.5,
Semi_Detached,5,T3,safe_unidirectional,worst,3222.75,714.972
Semi_Detached,5,T3,safe_unidirectional,best,3005.16,610.874
Semi_Detached,5,T3,hybrid_bidirectional,worst,2273.5,204.852
Semi_Detached,5,T3,hybrid_bidirectional,best,1861.83,39.4632
Semi_Detached,6,T1,safe_unidirectional,worst,4243.79,851.729
Semi_Detached,6,T1,safe_unidirectional,best,3979.29,740.049
Semi_Detached,6,T1,hybrid_bidirectional,worst,3525.18,240.898
Semi_Detached,6,T1,hybrid_bidirectional,best,3251.3,116.718
Semi_Detached,6,T2,safe_unidirectional,worst,3769.1,816.678
Semi_Detached,6,T2,safe_unidirectional,best,3518.45,704.997
Semi_Detached,6,T2,hybrid_bidirectional,worst,2675.61,149.331
Semi_Detached,6,T2,hybrid_bidirectional,best,2289.72,18.1219
Semi_Detached,6,T3,safe_unidirectional,worst,3456.07,792.107
Semi_Detached,6,T3,safe_unidirectional,best,3210.5,680.427
Semi_Detached,6,T3,hybrid_bidirectional,worst,2372.25,210.996
Semi_Detached,6,T3,hybrid_bidirectional,best,1800.69,29.7635
Semi_Detached,7,T1,safe_unidirectional,worst,4647.3,922.822
Semi_Detached,7,T1,safe_unidirectional,best,4419.16,813.496
Semi_Detached,7,T1,hybrid_bidirectional,worst,3584.99,266.971
Semi_Detached,7,T1,hybrid_bidirectional,best,3442.57,170.056
Semi_Detached,7,T2,safe_unidirectional,worst,4177.31,887.805
Semi_Detached,7,T2,safe_unidirectional,best,3958.23,778.203
Semi_Detached,7,T2,hybrid_bidirectional,worst,2951.1,240.086
Semi_Detached,7,T2,hybrid_bidirectional,best,2812.28,120.608
Semi_Detached,7,T3,safe_unidirectional,worst,3856.93,862.631
Semi_Detached,7,T3,safe_unidirectional,best,3641.39,753.304
Semi_Detached,7,T3,hybrid_bidirectional,worst,2799.17,320.594
Semi_Detached,7,T3,hybrid_bidirectional,best,2256.26,133.309
Semi_Detached,8,T1,safe_unidirectional,worst,3624.02,796.535
Semi_Detached,8,T1,safe_unidirectional,best,3404.72,691.585
Semi_Detached,8,T1,hybrid_bidirectional,worst,2923.76,184.231
Semi_Detached,8,T1,hybrid_bidirectional,best,2772.95,84.1593
Semi_Detached,8,T2,safe_unidirectional,worst,3142.88,761.553
Semi_Detached,8,T2,safe_unidirectional,best,2936.89,656.62
Semi_Detached,8,T2,hybrid_bidirectional,worst,2028.76,78.1062
Semi_Detached,8,T2,hybrid_bidirectional,best,1725.39,
Semi_Detached,8,T3,safe_unidirectional,worst,2847.04,736.983
Semi_Detached,8,T3,safe_unidirectional,best,2654.67,631.566
Semi_Detached,8,T3,hybrid_bidirectional,worst,1839.23,169.717
Semi_Detached,8,T3,hybrid_bidirectional,best,1335.02,
Semi_Detached,9,T1,safe_unidirectional,worst,3840.54,691.05
Semi_Detached,9,T1,safe_unidirectional,best,3625.81,590.907
Semi_Detached,9,T1,hybrid_bidirectional,worst,3128.44,177.154
Semi_Detached,9,T1,hybrid_bidirectional,best,2747.23,53.6055
Semi_Detached,9,T2,safe_unidirectional,worst,3376.79,655.29
Semi_Detached,9,T2,safe_unidirectional,best,3174.58,555.148
Semi_Detached,9,T2,hybrid_bidirectional,worst,2370.0,105.412
Semi_Detached,9,T2,hybrid_bidirectional,best,2038.04,
Semi_Detached,9,T3,safe_unidirectional,worst,3079.97,630.789
Semi_Detached,9,T3,safe_unidirectional,best,2890.9,530.646
Semi_Detached,9,T3,hybrid_bidirectional,worst,2201.43,178.341
Semi_Detached,9,T3,hybrid_bidirectional,best,1823.6,30.2862
Semi_Detached,10,T1,safe_unidirectional,worst,4272.84,851.036
Semi_Detached,10,T1,safe_unidirectional,best,4008.34,740.247
Semi_Detached,10,T1,hybrid_bidirectional,worst,3439.08,261.995
Semi_Detached,10,T1,hybrid_bidirectional,best,3198.03,139.724
Semi_Detached,10,T2,safe_unidirectional,worst,3810.19,814.931
Semi_Detached,10,T2,safe_unidirectional,best,3558.7,704.142
Semi_Detached,10,T2,hybrid_bidirectional,worst,2801.06,192.949
Semi_Detached,10,T2,hybrid_bidirectional,best,2368.95,45.8408
Semi_Detached,10,T3,safe_unidirectional,worst,3486.25,789.843
Semi_Detached,10,T3,safe_unidirectional,best,3230.77,679.054
Semi_Detached,10,T3,hybrid_bidirectional,worst,2433.13,243.136
Semi_Detached,10,T3,hybrid_bidirectional,best,1859.71,58.5886
Semi_Detached,11,T1,safe_unidirectional,worst,4534.77,768.974
Semi_Detached,11,T1,safe_unidirectional,best,4334.05,667.758
Semi_Detached,11,T1,hybrid_bidirectional,worst,3586.15,244.285
Semi_Detached,11,T1,hybrid_bidirectional,best,3299.88,130.539
Semi_Detached,11,T2,safe_unidirectional,worst,4032.45,734.89
Semi_Detached,11,T2,safe_unidirectional,best,3839.51,633.657
Semi_Detached,11,T2,hybrid_bidirectional,worst,3004.06,160.889
Semi_Detached,11,T2,hybrid_bidirectional,best,2522.03,25.6734
Semi_Detached,11,T3,safe_unidirectional,worst,3734.64,710.233
Semi_Detached,11,T3,safe_unidirectional,best,3549.63,608.793
Semi_Detached,11,T3,hybrid_bidirectional,worst,2535.7,180.904
Semi_Detached,11,T3,hybrid_bidirectional,best,2037.23,28.0435
Semi_Detached,12,T1,safe_unidirectional,worst,3916.35,709.63
Semi_Detached,12,T1,safe_unidirectional,best,3743.82,615.047
Semi_Detached,12,T1,hybrid_bidirectional,worst,3455.95,206.589
Semi_Detached,12,T1,hybrid_bidirectional,best,3148.65,92.2666
Semi_Detached,12,T2,safe_unidirectional,worst,3447.93,676.064
Semi_Detached,12,T2,safe_unidirectional,best,3279.73,581.015
Semi_Detached,12,T2,hybrid_bidirectional,worst,2471.48,98.2859
Semi_Detached,12,T2,hybrid_bidirectional,best,2098.18,
Semi_Detached,12,T3,safe_unidirectional,worst,3141.07,651.407
Semi_Detached,12,T3,safe_unidirectional,best,2974.72,556.358
Semi_Detached,12,T3,hybrid_bidirectional,worst,2086.84,158.044
Semi_Detached,12,T3,hybrid_bidirectional,best,1654.9,
Semi_Detached,13,T1,safe_unidirectional,worst,3924.07,726.301
Semi_Detached,13,T1,safe_unidirectional,best,3703.03,625.059
Semi_Detached,13,T1,hybrid_bidirectional,worst,2997.13,215.784
Semi_Detached,13,T1,hybrid_bidirectional,best,2845.71,114.962
Semi_Detached,13,T2,safe_unidirectional,worst,3463.48,691.681
Semi_Detached,13,T2,safe_unidirectional,best,3254.61,590.215
Semi_Detached,13,T2,hybrid_bidirectional,worst,2562.66,167.719
Semi_Detached,13,T2,hybrid_bidirectional,best,2153.61,33.3003
Semi_Detached,13,T3,safe_unidirectional,worst,3180.15,668.613
Semi_Detached,13,T3,safe_unidirectional,best,2977.08,567.147
Semi_Detached,13,T3,hybrid_bidirectional,worst,2396.43,248.597
Semi_Detached,13,T3,hybrid_bidirectional,best,1964.35,88.8987
Semi_Detached,14,T1,safe_unidirectional,worst,3903.13,633.698
Semi_Detached,14,T1,safe_unidirectional,best,3683.16,535.027
Semi_Detached,14,T1,hybrid_bidirectional,worst,3180.14,154.428
Semi_Detached,14,T1,hybrid_bidirectional,best,3048.49,50.4279
Semi_Detached,14,T2,safe_unidirectional,worst,3429.31,597.472
Semi_Detached,14,T2,safe_unidirectional,best,3214.97,498.801
Semi_Detached,14,T2,hybrid_bidirectional,worst,2399.47,96.8463
Semi_Detached,14,T2,hybrid_bidirectional,best,2171.06,
