House number,WFH Type,Operation,Solar,Battery,PV,Cost
39,T2,safe_unidirectional,worst,22.5,1.92857,14850.0
39,T2,safe_unidirectional,best,15.75,1.2,10080.0
39,T2,hybrid_bidirectional,worst,7.9375,1.2,6330.0
39,T2,hybrid_bidirectional,best,4.875,0.942857,4320.0
39,T3,safe_unidirectional,worst,17.375,1.28571,11040.0
39,T3,safe_unidirectional,best,13.3125,0.942857,8370.0
39,T3,hybrid_bidirectional,worst,6.6875,0.942857,5190.0
39,T3,hybrid_bidirectional,best,4.1875,0.728571,3540.0
40,T1,safe_unidirectional,worst,23.6875,2.27143,16140.0
40,T1,safe_unidirectional,best,16.75,1.84286,11910.0
40,T1,hybrid_bidirectional,worst,14.3125,1.8,10650.0
40,T1,hybrid_bidirectional,best,10.375,1.41429,7950.0
40,T2,safe_unidirectional,worst,17.875,1.75714,12270.0
40,T2,safe_unidirectional,best,13.875,1.41429,9630.0
40,T2,hybrid_bidirectional,worst,7.1875,1.28571,6150.0
40,T2,hybrid_bidirectional,best,4.9375,0.942857,4350.0
40,T3,safe_unidirectional,worst,15.0625,1.45714,10290.0
40,T3,safe_unidirectional,best,11.8125,1.07143,7920.0
40,T3,hybrid_bidirectional,worst,6.5625,1.02857,5310.0
40,T3,hybrid_bidirectional,best,4.4375,0.728571,3660.0
41,T1,safe_unidirectional,worst,19.625,2.31429,14280.0
41,T1,safe_unidirectional,best,14.8125,2.01429,11340.0
41,T1,hybrid_bidirectional,worst,12.75,2.1,10530.0
41,T1,hybrid_bidirectional,best,9.75,1.5,7830.0
41,T2,safe_unidirectional,worst,15.375,1.88571,11340.0
41,T2,hybrid_bidirectional,worst,5.8125,1.32857,5580.0
41,T2,hybrid_bidirectional,best,3.9375,1.07143,4140.0
41,T3,safe_unidirectional,worst,12.75,1.45714,9180.0
41,T3,safe_unidirectional,best,9.8125,1.15714,7140.0
41,T3,hybrid_bidirectional,worst,4.6875,1.07143,4500.0
41,T3,hybrid_bidirectional,best,3.125,0.814286,3210.0
42,T1,safe_unidirectional,worst,16.75,2.48571,13260.0
42,T1,safe_unidirectional,best,12.8125,2.05714,10470.0
42,T1,hybrid_bidirectional,worst,12.0625,2.05714,10110.0
42,T1,hybrid_bidirectional,best,9.25,1.45714,7500.0
42,T2,safe_unidirectional,best,10.5,1.5,8190.0
42,T2,hybrid_bidirectional,best,3.75,1.07143,4050.0
42,T3,safe_unidirectional,worst,10.375,1.62857,8400.0
42,T3,safe_unidirectional,best,7.6875,1.32857,6480.0
42,T3,hybrid_bidirectional,worst,3.4375,1.2,4170.0
42,T3,hybrid_bidirectional,best,2.25,0.942857,3060.0
43,T1,safe_unidirectional,worst,23.6875,2.14286,15870.0
43,T1,safe_unidirectional,best,17.6875,1.62857,11910.0
43,T1,hybrid_bidirectional,worst,13.9375,1.62857,10110.0
43,T1,hybrid_bidirectional,best,10.3125,1.41429,7920.0
43,T2,safe_unidirectional,worst,18.4375,1.45714,11910.0
43,T2,safe_unidirectional,best,14.8125,1.07143,9360.0
43,T2,hybrid_bidirectional,worst,6.4375,1.2,5610.0
43,T2,hybrid_bidirectional,best,4.4375,0.942857,4110.0
43,T3,safe_unidirectional,worst,15.75,1.07143,9810.0
43,T3,safe_unidirectional,best,11.75,0.942857,7620.0
43,T3,hybrid_bidirectional,worst,5.875,0.814286,4530.0
43,T3,hybrid_bidirectional,best,4.0625,0.642857,3300.0
44,T1,safe_unidirectional,worst,24.0625,4.15714,20280.0
44,T1,safe_unidirectional,best,16.1875,1.88571,11730.0
44,T1,hybrid_bidirectional,worst,13.5,1.88571,10440.0
44,T1,hybrid_bidirectional,best,10.25,1.32857,7710.0
44,T2,safe_unidirectional,worst,20.5,1.75714,13530.0
44,T2,safe_unidirectional,best,13.8125,1.45714,9690.0
44,T2,hybrid_bidirectional,worst,6.9375,1.32857,6120.0
44,T2,hybrid_bidirectional,best,4.1875,1.07143,4260.0
44,T3,safe_unidirectional,worst,15.5625,1.45714,10530.0
44,T3,safe_unidirectional,best,11.625,1.15714,8010.0
44,T3,hybrid_bidirectional,worst,5.75,1.2,5280.0
44,T3,hybrid_bidirectional,best,3.6875,0.942857,3750.0
45,T1,safe_unidirectional,worst,22.375,3.3,17670.0
45,T1,safe_unidirectional,best,18.25,1.5,11910.0
45,T1,hybrid_bidirectional,worst,17.3125,1.5,11460.0
45,T1,hybrid_bidirectional,best,9.75,1.41429,7650.0
45,T2,safe_unidirectional,worst,19.1875,1.45714,12270.0
45,T2,safe_unidirectional,best,14.1875,1.2,9330.0
45,T2,hybrid_bidirectional,worst,6.875,1.07143,5550.0
45,T2,hybrid_bidirectional,best,4.375,0.9,3990.0
45,T3,safe_unidirectional,worst,16.1875,1.11429,10110.0
45,T3,safe_unidirectional,best,12.25,0.942857,7860.0
45,T3,hybrid_bidirectional,worst,5.9375,0.942857,4830.0
45,T3,hybrid_bidirectional,best,3.625,0.771429,3360.0
46,T1,safe_unidirectional,worst,23.5,2.14286,15780.0
46,T1,safe_unidirectional,best,17.25,1.54286,11520.0
46,T1,hybrid_bidirectional,worst,13.5,1.97143,10620.0
46,T1,hybrid_bidirectional,best,10.375,1.37143,7860.0
46,T2,safe_unidirectional,worst,17.4375,1.75714,12060.0
46,T2,safe_unidirectional,best,12.875,1.5,9330.0
46,T2,hybrid_bidirectional,worst,7.125,1.2,5940.0
46,T2,hybrid_bidirectional,best,4.75,0.942857,4260.0
46,T3,safe_unidirectional,worst,14.3125,1.5,10020.0
46,T3,safe_unidirectional,best,11.125,1.07143,7590.0
46,T3,hybrid_bidirectional,worst,5.5625,1.07143,4920.0
46,T3,hybrid_bidirectional,best,3.875,0.771429,3480.0
47,T1,safe_unidirectional,worst,23.3125,2.95714,17400.0
47,T1,safe_unidirectional,best,18.5625,1.75714,12600.0
47,T1,hybrid_bidirectional,worst,12.125,2.01429,10050.0
47,T1,hybrid_bidirectional,best,10.3125,1.5,8100.0
47,T2,safe_unidirectional,worst,19.75,1.75714,13170.0
47,T2,safe_unidirectional,best,15.1875,1.45714,10350.0
47,T2,hybrid_bidirectional,worst,6.625,1.45714,6240.0
47,T2,hybrid_bidirectional,best,4.1875,1.2,4530.0
47,T3,safe_unidirectional,worst,16.3125,1.5,10980.0
47,T3,safe_unidirectional,best,11.8125,1.45714,8730.0
47,T3,hybrid_bidirectional,worst,5.75,1.2,5280.0
47,T3,hybrid_bidirectional,best,3.5,1.07143,3930.0
48,T1,safe_unidirectional,best,16.1875,2.14286,12270.0
48,T1,hybrid_bidirectional,worst,12.25,1.75714,9570.0
48,T1,hybrid_bidirectional,best,8.25,1.45714,7020.0
48,T2,safe_unidirectional,worst,18.6875,1.88571,12930.0
48,T2,safe_unidirectional,best,14.3125,1.45714,9930.0
48,T2,hybrid_bidirectional,worst,6.9375,1.32857,6120.0
48,T2,hybrid_bidirectional,best,5.125,0.942857,4440.0
48,T3,safe_unidirectional,worst,16.0625,1.5,10860.0
48,T3,safe_unidirectional,best,11.1875,1.32857,8160.0
48,T3,hybrid_bidirectional,worst,6.0625,1.2,5430.0
48,T3,hybrid_bidirectional,best,4.3125,0.9,3960.0
49,T1,safe_unidirectional,worst,20.875,2.48571,15240.0
49,T1,safe_unidirectional,best,15.5625,1.88571,11430.0
49,T1,hybrid_bidirectional,worst,14.1875,2.01429,11040.0
49,T1,hybrid_bidirectional,best,10.4375,1.62857,8430.0
49,T2,safe_unidirectional,worst,15.5625,1.88571,11430.0
49,T2,safe_unidirectional,best,12.4375,1.5,9120.0
49,T2,hybrid_bidirectional,worst,5.8125,1.45714,5850.0
49,T2,hybrid_bidirectional,best,4.125,1.15714,4410.0
49,T3,safe_unidirectional,worst,13.5625,1.45714,9570.0
49,T3,safe_unidirectional,best,9.8125,1.32857,7500.0
49,T3,hybrid_bidirectional,worst,4.6875,1.2,4770.0
49,T3,hybrid_bidirectional,best,3.125,0.942857,3480.0
50,T1,safe_unidirectional,worst,21.3125,5.14286,21030.0
50,T1,safe_unidirectional,best,17.875,2.14286,13080.0
50,T1,hybrid_bidirectional,worst,11.1875,2.01429,9600.0
50,T1,hybrid_bidirectional,best,8.625,1.45714,7200.0
50,T2,safe_unidirectional,worst,19.75,2.01429,13710.0
50,T2,safe_unidirectional,best,14.875,1.67143,10650.0
50,T2,hybrid_bidirectional,worst,7.0625,1.41429,6360.0
50,T2,hybrid_bidirectional,best,5.25,1.07143,4770.0
50,T3,safe_unidirectional,worst,17.375,1.62857,11760.0
50,T3,safe_unidirectional,best,13.125,1.32857,9090.0
50,T3,hybrid_bidirectional,worst,6.3125,1.32857,5820.0
50,T3,hybrid_bidirectional,best,4.8125,0.942857,4290.0
51,T1,safe_unidirectional,worst,23.5,2.31429,16140.0
51,T1,safe_unidirectional,best,16.375,1.88571,11820.0
51,T1,hybrid_bidirectional,worst,13.0625,2.05714,10590.0
51,T1,hybrid_bidirectional,best,9.9375,1.5,7920.0
51,T2,safe_unidirectional,worst,16.8125,1.88571,12030.0
51,T2,safe_unidirectional,best,13.3125,1.45714,9450.0
51,T2,hybrid_bidirectional,worst,6.4375,1.45714,6150.0
51,T2,hybrid_bidirectional,best,4.25,1.2,4560.0
51,T3,hybrid_bidirectional,worst,4.3125,1.45714,5130.0
52,T1,safe_unidirectional,worst,18.5625,2.48571,14130.0
52,T1,safe_unidirectional,best,15.3125,1.88571,11310.0
52,T1,hybrid_bidirectional,worst,11.8125,2.01429,9900.0
52,T1,hybrid_bidirectional,best,9.375,1.5,7650.0
52,T2,safe_unidirectional,worst,15.0625,2.01429,11460.0
52,T2,safe_unidirectional,best,12.25,1.45714,8940.0
52,T2,hybrid_bidirectional,worst,5.875,1.5,5970.0
52,T2,hybrid_bidirectional,best,3.875,1.2,4380.0
52,T3,safe_unidirectional,worst,12.125,1.62857,9240.0
52,T3,safe_unidirectional,best,9.625,1.24286,7230.0
52,T3,hybrid_bidirectional,worst,4.1875,1.28571,4710.0
52,T3,hybrid_bidirectional,best,2.625,1.07143,3510.0
53,T1,safe_unidirectional,worst,23.125,2.74286,16860.0
53,T1,safe_unidirectional,best,16.4375,2.01429,12120.0
53,T1,hybrid_bidirectional,worst,12.5,2.14286,10500.0
53,T1,hybrid_bidirectional,best,9.25,1.67143,7950.0
53,T2,safe_unidirectional,worst,16.6875,2.22857,12690.0
53,T2,hybrid_bidirectional,worst,5.5,1.62857,6060.0
53,T2,hybrid_bidirectional,best,4.125,1.2,4500.0
53,T3,safe_unidirectional,worst,13.9375,1.88571,10650.0
53,T3,safe_unidirectional,best,10.875,1.45714,8280.0
53,T3,hybrid_bidirectional,worst,5.1875,1.32857,5280.0
53,T3,hybrid_bidirectional,best,3.3125,1.07143,3840.0
54,T1,safe_unidirectional,worst,24.25,2.31429,16500.0
54,T1,safe_unidirectional,best,16.25,1.88571,11760.0
54,T1,hybrid_bidirectional,worst,12.25,1.88571,9840.0
54,T2,safe_unidirectional,worst,17.625,1.88571,12420.0
54,T2,safe_unidirectional,best,13.5625,1.5,9660.0
54,T2,hybrid_bidirectional,worst,6.3125,1.41429,6000.0
54,T3,safe_unidirectional,worst,15.125,1.45714,10320.0
54,T3,safe_unidirectional,best,11.1875,1.2,7890.0
54,T3,hybrid_bidirectional,worst,5.5625,1.2,5190.0
54,T3,hybrid_bidirectional,best,3.8125,0.942857,3810.0
55,T1,safe_unidirectional,worst,22.8125,2.27143,15720.0
55,T1,safe_unidirectional,best,16.25,1.88571,11760.0
55,T1,hybrid_bidirectional,worst,12.6875,1.88571,10050.0
55,T1,hybrid_bidirectional,best,9.0625,1.45714,7410.0
55,T2,safe_unidirectional,worst,17.5625,1.88571,12390.0
55,T2,safe_unidirectional,best,13.3125,1.45714,9450.0
55,T2,hybrid_bidirectional,worst,7.4375,1.32857,6360.0
55,T2,hybrid_bidirectional,best,4.3125,1.07143,4320.0
55,T3,safe_unidirectional,worst,15.25,1.45714,10380.0
55,T3,safe_unidirectional,best,11.75,1.07143,7890.0
55,T3,hybrid_bidirectional,worst,5.8125,1.2,5310.0
55,T3,hybrid_bidirectional,best,4.25,0.9,3930.0
56,T1,safe_unidirectional,worst,20.75,2.18571,14550.0
56,T1,safe_unidirectional,best,16.125,1.75714,11430.0
56,T1,hybrid_bidirectional,worst,11.3125,1.97143,9570.0
56,T2,safe_unidirectional,worst,15.8125,1.92857,11640.0
56,T2,safe_unidirectional,best,12.75,1.45714,9180.0
56,T2,hybrid_bidirectional,worst,6.4375,1.28571,5790.0
56,T3,safe_unidirectional,worst,13.1875,1.45714,9390.0
56,T3,safe_unidirectional,best,10.3125,1.15714,7380.0
56,T3,hybrid_bidirectional,worst,4.5625,1.24286,4800.0
56,T3,hybrid_bidirectional,best,3.0625,0.942857,3450.0
57,T1,safe_unidirectional,worst,24.1875,2.01429,15840.0
57,T1,safe_unidirectional,best,16.1875,1.62857,11190.0
57,T1,hybrid_bidirectional,worst,11.8125,1.8,9450.0
57,T1,hybrid_bidirectional,best,8.6875,1.45714,7230.0
57,T2,safe_unidirectional,worst,17.125,1.5,11370.0
57,T2,safe_unidirectional,best,12.9375,1.28571,8910.0
57,T2,hybrid_bidirectional,worst,5.8125,1.2,5310.0
57,T2,hybrid_bidirectional,best,4.1875,0.942857,3990.0
57,T3,safe_unidirectional,worst,14.25,1.2,9360.0
57,T3,safe_unidirectional,best,10.8125,0.942857,7170.0
57,T3,hybrid_bidirectional,worst,5.875,0.771429,4440.0
57,T3,hybrid_bidirectional,best,3.6875,0.642857,3120.0
58,T1,safe_unidirectional,worst,22.75,2.65714,16500.0
58,T1,safe_unidirectional,best,16.875,1.8,11880.0
58,T1,hybrid_bidirectional,worst,12.8125,1.88571,10110.0
58,T1,hybrid_bidirectional,best,9.125,1.62857,7800.0
58,T2,safe_unidirectional,worst,17.25,1.84286,12150.0
58,T2,safe_unidirectional,best,13.5,1.5,9630.0
58,T2,hybrid_bidirectional,worst,6.4375,1.32857,5880.0
58,T2,hybrid_bidirectional,best,4.0625,1.07143,4200.0
58,T3,safe_unidirectional,worst,14.625,1.45714,10080.0
58,T3,safe_unidirectional,best,11.375,1.2,7980.0
58,T3,hybrid_bidirectional,worst,5.5625,1.2,5190.0
58,T3,hybrid_bidirectional,best,3.5625,0.985714,3780.0
59,T1,safe_unidirectional,best,13.5,1.88571,10440.0
59,T1,hybrid_bidirectional,worst,13.125,1.75714,9990.0
59,T1,hybrid_bidirectional,best,9.3125,1.41429,7440.0
59,T2,safe_unidirectional,worst,13.5,1.88571,10440.0
59,T2,hybrid_bidirectional,worst,5.4375,1.28571,5310.0
59,T2,hybrid_bidirectional,best,3.375,1.07143,3870.0
59,T3,safe_unidirectional,worst,11.0625,1.28571,8010.0
59,T3,safe_unidirectional,best,8.5,1.07143,6330.0
59,T3,hybrid_bidirectional,worst,4.3125,0.942857,4050.0
59,T3,hybrid_bidirectional,best,2.75,0.771429,2940.0
1,T1,safe_unidirectional,worst,22.375,2.14286,15240.0
1,T1,safe_unidirectional,best,16.375,1.75714,11550.0
1,T1,hybrid_bidirectional,worst,12.375,1.75714,9630.0
1,T1,hybrid_bidirectional,best,8.9375,1.41429,7260.0
1,T2,safe_unidirectional,best,13.3125,1.32857,9180.0
1,T2,hybrid_bidirectional,worst,6.5625,1.2,5670.0
1,T2,hybrid_bidirectional,best,4.5,0.942857,4140.0
1,T3,safe_unidirectional,worst,14.5625,1.32857,9780.0
1,T3,safe_unidirectional,best,11.5,0.942857,7500.0
1,T3,hybrid_bidirectional,worst,5.6875,0.942857,4710.0
1,T3,hybrid_bidirectional,best,3.75,0.771429,3420.0
2,T1,safe_unidirectional,worst,21.9375,3.21429,17280.0
2,T1,safe_unidirectional,best,16.6875,1.97143,12150.0
2,T1,hybrid_bidirectional,worst,12.625,2.01429,10290.0
2,T1,hybrid_bidirectional,best,9.1875,1.5,7560.0
2,T2,safe_unidirectional,worst,17.75,2.01429,12750.0
2,T2,safe_unidirectional,best,14.25,1.45714,9900.0
2,T2,hybrid_bidirectional,worst,5.875,1.45714,5880.0
2,T2,hybrid_bidirectional,best,3.9375,1.2,4410.0
2,T3,safe_unidirectional,worst,14.8125,1.75714,10800.0
2,T3,safe_unidirectional,best,11.125,1.32857,8130.0
2,T3,hybrid_bidirectional,worst,6.1875,1.2,5490.0
2,T3,hybrid_bidirectional,best,3.1875,1.2,4050.0
3,T1,safe_unidirectional,worst,18.9375,2.31429,13950.0
3,T1,safe_unidirectional,best,15.25,1.75714,11010.0
3,T1,hybrid_bidirectional,worst,11.6875,1.88571,9570.0
3,T1,hybrid_bidirectional,best,8.5625,1.41429,7080.0
3,T2,safe_unidirectional,worst,15.5,1.75714,11130.0
3,T2,safe_unidirectional,best,11.9375,1.45714,8790.0
3,T2,hybrid_bidirectional,worst,5.8125,1.2,5310.0
3,T2,hybrid_bidirectional,best,3.9375,0.942857,3870.0
3,T3,safe_unidirectional,worst,12.5625,1.41429,9000.0
3,T3,safe_unidirectional,best,9.6875,1.11429,6990.0
3,T3,hybrid_bidirectional,worst,4.625,1.07143,4470.0
3,T3,hybrid_bidirectional,best,2.875,0.814286,3090.0
4,T1,safe_unidirectional,best,16.25,1.62857,11220.0
4,T1,hybrid_bidirectional,worst,11.9375,2.01429,9960.0
4,T1,hybrid_bidirectional,best,8.6875,1.5,7320.0
4,T2,safe_unidirectional,worst,17.125,1.75714,11910.0
4,T2,safe_unidirectional,best,13.5625,1.2,9030.0
4,T2,hybrid_bidirectional,worst,6.875,1.2,5820.0
4,T2,hybrid_bidirectional,best,4.1875,0.985714,4080.0
4,T3,safe_unidirectional,worst,15.25,1.28571,10020.0
4,T3,safe_unidirectional,best,11.5,0.942857,7500.0
4,T3,hybrid_bidirectional,worst,5.1875,1.07143,4740.0
4,T3,hybrid_bidirectional,best,3.8125,0.771429,3450.0
5,T1,safe_unidirectional,worst,21.875,2.27143,15270.0
5,T1,safe_unidirectional,best,16.0625,1.84286,11580.0
5,T1,hybrid_bidirectional,worst,13.3125,1.88571,10350.0
5,T1,hybrid_bidirectional,best,9.875,1.41429,7710.0
5,T2,safe_unidirectional,worst,17.5,1.75714,12090.0
5,T2,hybrid_bidirectional,worst,6.0625,1.32857,5700.0
5,T2,hybrid_bidirectional,best,3.8125,1.15714,4260.0
5,T3,safe_unidirectional,best,9.625,1.37143,7500.0
5,T3,hybrid_bidirectional,worst,4.9375,1.07143,4620.0
5,T3,hybrid_bidirectional,best,2.8125,0.942857,3330.0
6,T1,safe_unidirectional,worst,21.1875,2.14286,14670.0
6,T1,safe_unidirectional,best,16.625,1.71429,11580.0
6,T1,hybrid_bidirectional,worst,11.375,1.92857,9510.0
6,T1,hybrid_bidirectional,best,9.25,1.41429,7410.0
6,T2,safe_unidirectional,worst,16.5,1.75714,11610.0
6,T2,hybrid_bidirectional,worst,7.0625,1.2,5910.0
6,T2,hybrid_bidirectional,best,4.25,1.07143,4290.0
6,T3,safe_unidirectional,worst,13.75,1.41429,9570.0
6,T3,hybrid_bidirectional,worst,4.5625,1.2,4710.0
6,T3,hybrid_bidirectional,best,3.3125,0.942857,3570.0
7,T1,safe_unidirectional,worst,22.5625,2.35714,15780.0
7,T1,safe_unidirectional,best,16.875,1.88571,12060.0
7,T1,hybrid_bidirectional,worst,13.25,2.01429,10590.0
7,T1,hybrid_bidirectional,best,10.0625,1.45714,7890.0
7,T2,safe_unidirectional,worst,17.3125,2.01429,12540.0
7,T2,safe_unidirectional,best,13.8125,1.45714,9690.0
7,T2,hybrid_bidirectional,worst,6.3125,1.45714,6090.0
7,T2,hybrid_bidirectional,best,4.0625,1.2,4470.0
7,T3,safe_unidirectional,worst,14.9375,1.62857,10590.0
7,T3,safe_unidirectional,best,11.875,1.15714,8130.0
7,T3,hybrid_bidirectional,worst,5.0625,1.32857,5220.0
7,T3,hybrid_bidirectional,best,3.5,0.942857,3660.0
8,T1,safe_unidirectional,worst,19.9375,2.27143,14340.0
8,T1,safe_unidirectional,best,16.125,1.62857,11160.0
8,T1,hybrid_bidirectional,worst,12.9375,2.1,10620.0
8,T1,hybrid_bidirectional,best,9.75,1.54286,7920.0
8,T2,safe_unidirectional,worst,16.1875,1.67143,11280.0
8,T2,safe_unidirectional,best,12.5,1.32857,8790.0
8,T2,hybrid_bidirectional,worst,6.5625,1.2,5670.0
8,T2,hybrid_bidirectional,best,4.625,0.942857,4200.0
8,T3,safe_unidirectional,worst,13.0625,1.41429,9240.0
8,T3,hybrid_bidirectional,worst,4.625,1.07143,4470.0
8,T3,hybrid_bidirectional,best,3.25,0.771429,3180.0
9,T1,safe_unidirectional,worst,22.25,4.75714,20670.0
9,T1,safe_unidirectional,best,17.1875,1.75714,11940.0
9,T1,hybrid_bidirectional,worst,13.25,1.88571,10320.0
9,T1,hybrid_bidirectional,best,8.375,1.62857,7440.0
9,T2,safe_unidirectional,worst,20.1875,1.62857,13110.0
9,T2,safe_unidirectional,best,13.8125,1.5,9780.0
9,T2,hybrid_bidirectional,worst,6.875,1.32857,6090.0
9,T2,hybrid_bidirectional,best,4.375,1.07143,4350.0
9,T3,safe_unidirectional,worst,15.625,1.45714,10560.0
9,T3,safe_unidirectional,best,12.0625,1.07143,8040.0
9,T3,hybrid_bidirectional,worst,6.5,1.07143,5370.0
9,T3,hybrid_bidirectional,best,4.3125,0.814286,3780.0
10,T1,safe_unidirectional,worst,20.875,4.24286,18930.0
10,T1,safe_unidirectional,best,16.5625,1.62857,11370.0
10,T1,hybrid_bidirectional,worst,11.6875,1.88571,9570.0
10,T1,hybrid_bidirectional,best,9.0625,1.41429,7320.0
10,T2,safe_unidirectional,worst,16.125,1.75714,11430.0
10,T2,safe_unidirectional,best,12.25,1.45714,8940.0
10,T2,hybrid_bidirectional,worst,6.5,1.28571,5820.0
10,T2,hybrid_bidirectional,best,4.4375,0.942857,4110.0
10,T3,safe_unidirectional,best,10.3125,1.15714,7380.0
10,T3,hybrid_bidirectional,worst,5.1875,1.07143,4740.0
10,T3,hybrid_bidirectional,best,3.5,0.814286,3390.0
11,T1,safe_unidirectional,worst,23.8125,2.87143,17460.0
11,T1,safe_unidirectional,best,19.25,1.5,12390.0
11,T1,hybrid_bidirectional,worst,15.8125,1.97143,11730.0
11,T1,hybrid_bidirectional,best,9.1875,1.5,7560.0
11,T2,safe_unidirectional,worst,23.1875,1.5,14280.0
11,T2,safe_unidirectional,best,16.5,1.2,10440.0
11,T2,hybrid_bidirectional,worst,7.8125,1.2,6270.0
11,T2,hybrid_bidirectional,best,4.6875,1.07143,4500.0
11,T3,safe_unidirectional,worst,18.625,1.28571,11640.0
11,T3,hybrid_bidirectional,worst,8.3125,0.771429,5610.0
11,T3,hybrid_bidirectional,best,4.8125,0.771429,3930.0
12,T1,safe_unidirectional,worst,21.375,3.38571,17370.0
12,T1,safe_unidirectional,best,15.8125,1.92857,11640.0
12,T1,hybrid_bidirectional,worst,13.5625,2.01429,10740.0
12,T1,hybrid_bidirectional,best,9.625,1.62857,8040.0
12,T2,safe_unidirectional,best,12.5,1.62857,9420.0
12,T2,hybrid_bidirectional,worst,6.25,1.45714,6060.0
12,T2,hybrid_bidirectional,best,4.1875,1.2,4530.0
12,T3,safe_unidirectional,worst,14.25,1.62857,10260.0
12,T3,safe_unidirectional,best,10.5,1.28571,7740.0
12,T3,hybrid_bidirectional,worst,4.5625,1.32857,4980.0
12,T3,hybrid_bidirectional,best,2.8125,1.07143,3600.0
13,T1,safe_unidirectional,best,15.9375,1.45714,10710.0
13,T1,hybrid_bidirectional,worst,13.75,1.67143,10110.0
13,T1,hybrid_bidirectional,best,10.375,1.24286,7590.0
13,T2,safe_unidirectional,worst,17.1875,1.41429,11220.0
13,T2,safe_unidirectional,best,12.6875,1.2,8610.0
13,T2,hybrid_bidirectional,worst,6.25,1.15714,5430.0
13,T2,hybrid_bidirectional,best,3.8125,0.942857,3810.0
13,T3,safe_unidirectional,worst,13.75,1.11429,8940.0
13,T3,safe_unidirectional,best,10.25,0.942857,6900.0
13,T3,hybrid_bidirectional,worst,5.25,0.771429,4140.0
13,T3,hybrid_bidirectional,best,3.1875,0.728571,3060.0
14,T1,safe_unidirectional,worst,23.4375,2.27143,16020.0
14,T1,safe_unidirectional,best,16.1875,1.84286,11640.0
14,T1,hybrid_bidirectional,worst,13.5,1.88571,10440.0
14,T1,hybrid_bidirectional,best,9.8125,1.41429,7680.0
14,T2,safe_unidirectional,worst,17.125,1.8,12000.0
14,T2,safe_unidirectional,best,12.75,1.5,9270.0
14,T2,hybrid_bidirectional,worst,6.375,1.32857,5850.0
14,T2,hybrid_bidirectional,best,4.1875,1.11429,4350.0
14,T3,safe_unidirectional,worst,14.875,1.32857,9930.0
14,T3,safe_unidirectional,best,10.4375,1.2,7530.0
14,T3,hybrid_bidirectional,worst,5.375,1.07143,4830.0
14,T3,hybrid_bidirectional,best,4.125,0.771429,3600.0
15,T1,safe_unidirectional,worst,21.6875,2.22857,15090.0
15,T1,safe_unidirectional,best,15.125,1.88571,11220.0
15,T1,hybrid_bidirectional,worst,11.875,1.88571,9660.0
15,T1,hybrid_bidirectional,best,8.625,1.5,7290.0
15,T2,safe_unidirectional,worst,16.75,1.62857,11460.0
15,T2,safe_unidirectional,best,12.25,1.41429,8850.0
15,T2,hybrid_bidirectional,worst,6.25,1.28571,5700.0
15,T2,hybrid_bidirectional,best,3.9375,0.942857,3870.0
15,T3,safe_unidirectional,worst,14.125,1.2,9300.0
15,T3,safe_unidirectional,best,10.375,1.07143,7230.0
15,T3,hybrid_bidirectional,worst,4.4375,1.15714,4560.0
15,T3,hybrid_bidirectional,best,2.8125,0.9,3240.0
16,T1,safe_unidirectional,worst,21.3125,4.02857,18690.0
16,T1,safe_unidirectional,best,16.875,1.88571,12060.0
16,T1,hybrid_bidirectional,worst,13.5625,2.01429,10740.0
16,T1,hybrid_bidirectional,best,9.875,1.5,7890.0
16,T2,safe_unidirectional,worst,17.0625,2.14286,12690.0
16,T2,safe_unidirectional,best,13.625,1.5,9690.0
16,T2,hybrid_bidirectional,worst,5.9375,1.5,6000.0
16,T3,safe_unidirectional,worst,15.3125,1.5,10500.0
16,T3,safe_unidirectional,best,11.1875,1.2,7890.0
16,T3,hybrid_bidirectional,worst,5.4375,1.2,5130.0
16,T3,hybrid_bidirectional,best,3.5,0.985714,3750.0
17,T1,safe_unidirectional,worst,20.625,5.01429,20430.0
17,T1,safe_unidirectional,best,17.5625,1.75714,12120.0
17,T1,hybrid_bidirectional,worst,14.5625,1.88571,10950.0
17,T2,safe_unidirectional,worst,17.8125,1.97143,12690.0
17,T2,safe_unidirectional,best,13.8125,1.45714,9690.0
17,T2,hybrid_bidirectional,worst,6.625,1.32857,5970.0
17,T2,hybrid_bidirectional,best,4.1875,1.2,4530.0
17,T3,safe_unidirectional,worst,15.8125,1.45714,10650.0
17,T3,safe_unidirectional,best,11.1875,1.2,7890.0
17,T3,hybrid_bidirectional,worst,5.5625,1.2,5190.0
17,T3,hybrid_bidirectional,best,4.3125,0.857143,3870.0
18,T1,safe_unidirectional,worst,22.8125,3.17143,17610.0
18,T1,safe_unidirectional,best,19.0625,1.75714,12840.0
18,T1,hybrid_bidirectional,worst,13.625,1.75714,10230.0
18,T1,hybrid_bidirectional,best,10.75,1.32857,7950.0
18,T2,safe_unidirectional,worst,19.1875,2.01429,13440.0
18,T2,safe_unidirectional,best,15.5625,1.41429,10440.0
18,T2,hybrid_bidirectional,worst,7.6875,1.32857,6480.0
18,T2,hybrid_bidirectional,best,4.9375,1.07143,4620.0
18,T3,safe_unidirectional,worst,18.5625,1.28571,11610.0
18,T3,safe_unidirectional,best,13.5,1.2,9000.0
18,T3,hybrid_bidirectional,worst,7.3125,1.07143,5760.0
18,T3,hybrid_bidirectional,best,4.5,0.942857,4140.0
19,T1,safe_unidirectional,worst,17.8125,2.14286,13050.0
